id_ponto,data_coleta,nome_praia,zona,status,latitude,longitude,numero_boletim,link_boletim,data_extracao,periodo_validade
01L,2024-12-30,01L - P. do Futuro - Praia do Caça e Pesca. Na altura da rua Germiniano Jurema.,Leste,Própria para banho,-3.767517773426549,-38.437172029819394,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
02L,2024-12-30,02L - P. do Futuro - Na altura da Capela de Santa Terezinha. Próximo ao Posto Guarda-vidas 09.,Leste,Própria para banho,-3.763421533179216,-38.440898900120587,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
03L,2024-12-30,03L - P. do Futuro - Na altura da rua Embratel. Próximo ao Posto Guarda-vidas 08.,Leste,Própria para banho,-3.757768840705624,-38.442830156576221,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
04L,2024-12-30,04L - P. do Futuro - Na altura da rua Francisco Montenegro. Próximo ao Posto Guarda-vidas 06.,Leste,Própria para banho,-3.750144255544279,-38.446370233280781,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
05L,2024-12-30,05L - P. do Futuro - Na altura da rua Antônio Atualpa Rodrigues.,Leste,Própria para banho,-3.748805400122561,-38.448693671284843,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
06L,2024-12-30,06L - P. do Futuro - Na altura da av. Carlos Jereissati.,Leste,Própria para banho,-3.742084156563407,-38.450920361712313,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
07L,2024-12-30,07L - P. do Futuro - Na altura da rua Gerôncio Brígido Neto. Próximo ao Posto Guarda-vidas 01.,Leste,Própria para banho,-3.731763642183909,-38.455476231333350,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
08L,2024-12-30,08L - P. do Futuro - Na altura da rua Clóvis Mota. Em frente ao Clube dos Oficiais da Polícia e Bombeiro Militares.,Leste,Própria para banho,-3.726758421506166,-38.459595018019087,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
09L,2024-12-30,09L - P. do Futuro - Na altura da Areninha Praia do Futuro I.,Leste,Própria para banho,-3.723629635438067,-38.461065804445433,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
10L,2024-12-30,10L - P. do Futuro - Na altura da rua Ismael Pordeus.,Leste,Própria para banho,-3.722031222648116,-38.460422537877882,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
11L,2024-12-30,11L - P. do Titanzinho - Praia do Titanzinho.,Leste,Própria para banho,-3.708932607161285,-38.467585417938153,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
32L,2024-12-30,32L - P. da Abreulândia - Na altura da rua Teófilo Ramos.,Leste,Própria para banho,-3.810832980833612,-38.409797699829554,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
67L,2024-12-30,67L - P. da Sabiaguaba - Na altura da rua Sabiaguaba.,Leste,Própria para banho,-3.772047500273451,-38.435537087518952,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
12C,2024-12-30,12C - P. do Mucuripe - Porto dos Botes. Na altura da rua Interna.,Centro,Imprópria para banho,-3.718369118780574,-38.476209055165100,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
13C,2024-12-30,13C - P. do Mucuripe - Ao lado do Mercado dos Peixes do Mucuripe.,Centro,Imprópria para banho,-3.721216563471682,-38.480011417612182,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
14C,2024-12-30,14C - P. do Mucuripe - Na altura da Estátua Iracema do Mucuripe.,Centro,Imprópria para banho,-3.722966892545418,-38.484330503826456,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
15C,2024-12-30,15C - P. do Mucuripe - Na altura do Jardim Japonês e da Arena Beira Mar.,Centro,Imprópria para banho,-3.724866889672225,-38.490853358061294,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
16C,2024-12-30,16C - P. do Meireles - Na altura da av. Desembargador Moreira. Próximo à Feirinha da Beira Mar.,Centro,Própria para banho,-3.725162985179957,-38.496677409630628,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
17C,2024-12-30,17C - P. do Meireles - Na altura da rua José Vilar. Próximo ao Posto Guarda-vidas 06.,Centro,Própria para banho,-3.723770264275438,-38.500652437528771,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
18C,2024-12-30,18C - P. do Meireles - Na altura da av. Rui Barbosa. No Aterro.,Centro,Própria para banho,-3.722008145836255,-38.506400412463691,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
19C,2024-12-30,19C - P. de Iracema - Na altura da Estátua de Iracema Guardiã. No Aterrinho.,Centro,Própria para banho,-3.720513556755591,-3.509559393753140,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
20C,2024-12-30,20C - P. de Iracema - Na altura da av. Almirante Tamandaré. Próximo à Ponte Metálica.,Centro,Própria para banho,-3.718312698817215,-38.516945446493949,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
69C,2024-12-30,69C - P. de Iracema - Praia dos Crush. Na altura do Centro Cultural Belchior,Centro,Própria para banho,-3.719045468989302,-38.513323200251037,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
22O,2024-12-30,22O - P. da Leste Oeste - Próximo à Igreja de Santa Edwiges.,Oeste,Própria para banho,-3.718587076916991,-38.532442957545371,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
23O,2024-12-30,23O - P. do Pirambu - Praia da Leste. Na altura da av. Filomeno Gomes.,Oeste,Própria para banho,-3.714860245850673,-38.541686222664360,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
24O,2024-12-30,24O - P. do Pirambu - Praia da Formosa. Na altura do Posto de Saúde Guiomar Arruda.,Oeste,Própria para banho,-3.712705669921016,-38.545494996531083,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
25O,2024-12-30,"25O - P. da Colônia - Ao final da av. Pasteur. Próximo à Estação Elevatória Arpoador, da Cagece.",Oeste,Própria para banho,-3.706240032737122,-38.557255382629620,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
26O,2024-12-30,26O - P. da Colônia - Praia do “L”. Na altura da rua Dr. Theberge.,Oeste,Própria para banho,-3.704859295987508,-38.561761077396483,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
27O,2024-12-30,27O - P. Barra do Ceará - Praia do Coqueirinho. Próximo ao Projeto 4 varas (Horta).,Oeste,Imprópria para banho,-3.700401355313574,-38.572977048110047,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
28O,2024-12-30,28O - P. Barra do Ceará - Praia das Goiabeiras. Na altura da rua Coqueiro Verde.,Oeste,Imprópria para banho,-3.696839900843839,-38.577738165363264,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
29O,2024-12-30,29O - P. Barra do Ceará - Na altura da rua Bom Jesus.,Oeste,Imprópria para banho,-3.694996062399960,-38.579964125958966,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
30O,2024-12-30,30O - P. Barra do Ceará - Praia da Barra do Ceará. Na altura da rua Rita das Goiabeiras.,Oeste,Imprópria para banho,-3.693798305915436,-38.583768441562917,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
31O,2024-12-30,31O - P. Barra do Ceará - Foz do Rio Ceará.,Oeste,Imprópria para banho,-3.693298323975561,-38.587612465404753,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
01L,2024-12-31,01L - P. do Futuro - Praia do Caça e Pesca. Na altura da rua Germiniano Jurema.,Leste,Própria para banho,-3.767517773426549,-38.437172029819394,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
02L,2024-12-31,02L - P. do Futuro - Na altura da Capela de Santa Terezinha. Próximo ao Posto Guarda-vidas 09.,Leste,Própria para banho,-3.763421533179216,-38.440898900120587,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
03L,2024-12-31,03L - P. do Futuro - Na altura da rua Embratel. Próximo ao Posto Guarda-vidas 08.,Leste,Própria para banho,-3.757768840705624,-38.442830156576221,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
04L,2024-12-31,04L - P. do Futuro - Na altura da rua Francisco Montenegro. Próximo ao Posto Guarda-vidas 06.,Leste,Própria para banho,-3.750144255544279,-38.446370233280781,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
05L,2024-12-31,05L - P. do Futuro - Na altura da rua Antônio Atualpa Rodrigues.,Leste,Própria para banho,-3.748805400122561,-38.448693671284843,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
06L,2024-12-31,06L - P. do Futuro - Na altura da av. Carlos Jereissati.,Leste,Própria para banho,-3.742084156563407,-38.450920361712313,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
07L,2024-12-31,07L - P. do Futuro - Na altura da rua Gerôncio Brígido Neto. Próximo ao Posto Guarda-vidas 01.,Leste,Própria para banho,-3.731763642183909,-38.455476231333350,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
08L,2024-12-31,08L - P. do Futuro - Na altura da rua Clóvis Mota. Em frente ao Clube dos Oficiais da Polícia e Bombeiro Militares.,Leste,Própria para banho,-3.726758421506166,-38.459595018019087,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
09L,2024-12-31,09L - P. do Futuro - Na altura da Areninha Praia do Futuro I.,Leste,Própria para banho,-3.723629635438067,-38.461065804445433,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
10L,2024-12-31,10L - P. do Futuro - Na altura da rua Ismael Pordeus.,Leste,Própria para banho,-3.722031222648116,-38.460422537877882,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
11L,2024-12-31,11L - P. do Titanzinho - Praia do Titanzinho.,Leste,Própria para banho,-3.708932607161285,-38.467585417938153,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
32L,2024-12-31,32L - P. da Abreulândia - Na altura da rua Teófilo Ramos.,Leste,Própria para banho,-3.810832980833612,-38.409797699829554,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
67L,2024-12-31,67L - P. da Sabiaguaba - Na altura da rua Sabiaguaba.,Leste,Própria para banho,-3.772047500273451,-38.435537087518952,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
12C,2024-12-31,12C - P. do Mucuripe - Porto dos Botes. Na altura da rua Interna.,Centro,Imprópria para banho,-3.718369118780574,-38.476209055165100,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
13C,2024-12-31,13C - P. do Mucuripe - Ao lado do Mercado dos Peixes do Mucuripe.,Centro,Imprópria para banho,-3.721216563471682,-38.480011417612182,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
14C,2024-12-31,14C - P. do Mucuripe - Na altura da Estátua Iracema do Mucuripe.,Centro,Imprópria para banho,-3.722966892545418,-38.484330503826456,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
15C,2024-12-31,15C - P. do Mucuripe - Na altura do Jardim Japonês e da Arena Beira Mar.,Centro,Imprópria para banho,-3.724866889672225,-38.490853358061294,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
16C,2024-12-31,16C - P. do Meireles - Na altura da av. Desembargador Moreira. Próximo à Feirinha da Beira Mar.,Centro,Própria para banho,-3.725162985179957,-38.496677409630628,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
17C,2024-12-31,17C - P. do Meireles - Na altura da rua José Vilar. Próximo ao Posto Guarda-vidas 06.,Centro,Própria para banho,-3.723770264275438,-38.500652437528771,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
18C,2024-12-31,18C - P. do Meireles - Na altura da av. Rui Barbosa. No Aterro.,Centro,Própria para banho,-3.722008145836255,-38.506400412463691,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
19C,2024-12-31,19C - P. de Iracema - Na altura da Estátua de Iracema Guardiã. No Aterrinho.,Centro,Própria para banho,-3.720513556755591,-3.509559393753140,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
20C,2024-12-31,20C - P. de Iracema - Na altura da av. Almirante Tamandaré. Próximo à Ponte Metálica.,Centro,Própria para banho,-3.718312698817215,-38.516945446493949,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
69C,2024-12-31,69C - P. de Iracema - Praia dos Crush. Na altura do Centro Cultural Belchior,Centro,Própria para banho,-3.719045468989302,-38.513323200251037,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
22O,2024-12-31,22O - P. da Leste Oeste - Próximo à Igreja de Santa Edwiges.,Oeste,Própria para banho,-3.718587076916991,-38.532442957545371,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
23O,2024-12-31,23O - P. do Pirambu - Praia da Leste. Na altura da av. Filomeno Gomes.,Oeste,Própria para banho,-3.714860245850673,-38.541686222664360,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
24O,2024-12-31,24O - P. do Pirambu - Praia da Formosa. Na altura do Posto de Saúde Guiomar Arruda.,Oeste,Própria para banho,-3.712705669921016,-38.545494996531083,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
25O,2024-12-31,"25O - P. da Colônia - Ao final da av. Pasteur. Próximo à Estação Elevatória Arpoador, da Cagece.",Oeste,Própria para banho,-3.706240032737122,-38.557255382629620,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
26O,2024-12-31,26O - P. da Colônia - Praia do “L”. Na altura da rua Dr. Theberge.,Oeste,Própria para banho,-3.704859295987508,-38.561761077396483,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
27O,2024-12-31,27O - P. Barra do Ceará - Praia do Coqueirinho. Próximo ao Projeto 4 varas (Horta).,Oeste,Imprópria para banho,-3.700401355313574,-38.572977048110047,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
28O,2024-12-31,28O - P. Barra do Ceará - Praia das Goiabeiras. Na altura da rua Coqueiro Verde.,Oeste,Imprópria para banho,-3.696839900843839,-38.577738165363264,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
29O,2024-12-31,29O - P. Barra do Ceará - Na altura da rua Bom Jesus.,Oeste,Imprópria para banho,-3.694996062399960,-38.579964125958966,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
30O,2024-12-31,30O - P. Barra do Ceará - Praia da Barra do Ceará. Na altura da rua Rita das Goiabeiras.,Oeste,Imprópria para banho,-3.693798305915436,-38.583768441562917,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
31O,2024-12-31,31O - P. Barra do Ceará - Foz do Rio Ceará.,Oeste,Imprópria para banho,-3.693298323975561,-38.587612465404753,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
01L,2025-01-01,01L - P. do Futuro - Praia do Caça e Pesca. Na altura da rua Germiniano Jurema.,Leste,Própria para banho,-3.767517773426549,-38.437172029819394,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
02L,2025-01-01,02L - P. do Futuro - Na altura da Capela de Santa Terezinha. Próximo ao Posto Guarda-vidas 09.,Leste,Própria para banho,-3.763421533179216,-38.440898900120587,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
03L,2025-01-01,03L - P. do Futuro - Na altura da rua Embratel. Próximo ao Posto Guarda-vidas 08.,Leste,Própria para banho,-3.757768840705624,-38.442830156576221,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
04L,2025-01-01,04L - P. do Futuro - Na altura da rua Francisco Montenegro. Próximo ao Posto Guarda-vidas 06.,Leste,Própria para banho,-3.750144255544279,-38.446370233280781,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
05L,2025-01-01,05L - P. do Futuro - Na altura da rua Antônio Atualpa Rodrigues.,Leste,Própria para banho,-3.748805400122561,-38.448693671284843,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
06L,2025-01-01,06L - P. do Futuro - Na altura da av. Carlos Jereissati.,Leste,Própria para banho,-3.742084156563407,-38.450920361712313,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
07L,2025-01-01,07L - P. do Futuro - Na altura da rua Gerôncio Brígido Neto. Próximo ao Posto Guarda-vidas 01.,Leste,Própria para banho,-3.731763642183909,-38.455476231333350,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
08L,2025-01-01,08L - P. do Futuro - Na altura da rua Clóvis Mota. Em frente ao Clube dos Oficiais da Polícia e Bombeiro Militares.,Leste,Própria para banho,-3.726758421506166,-38.459595018019087,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
09L,2025-01-01,09L - P. do Futuro - Na altura da Areninha Praia do Futuro I.,Leste,Própria para banho,-3.723629635438067,-38.461065804445433,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
10L,2025-01-01,10L - P. do Futuro - Na altura da rua Ismael Pordeus.,Leste,Própria para banho,-3.722031222648116,-38.460422537877882,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
11L,2025-01-01,11L - P. do Titanzinho - Praia do Titanzinho.,Leste,Própria para banho,-3.708932607161285,-38.467585417938153,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
32L,2025-01-01,32L - P. da Abreulândia - Na altura da rua Teófilo Ramos.,Leste,Própria para banho,-3.810832980833612,-38.409797699829554,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
67L,2025-01-01,67L - P. da Sabiaguaba - Na altura da rua Sabiaguaba.,Leste,Própria para banho,-3.772047500273451,-38.435537087518952,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
12C,2025-01-01,12C - P. do Mucuripe - Porto dos Botes. Na altura da rua Interna.,Centro,Imprópria para banho,-3.718369118780574,-38.476209055165100,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
13C,2025-01-01,13C - P. do Mucuripe - Ao lado do Mercado dos Peixes do Mucuripe.,Centro,Imprópria para banho,-3.721216563471682,-38.480011417612182,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
14C,2025-01-01,14C - P. do Mucuripe - Na altura da Estátua Iracema do Mucuripe.,Centro,Imprópria para banho,-3.722966892545418,-38.484330503826456,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
15C,2025-01-01,15C - P. do Mucuripe - Na altura do Jardim Japonês e da Arena Beira Mar.,Centro,Imprópria para banho,-3.724866889672225,-38.490853358061294,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
16C,2025-01-01,16C - P. do Meireles - Na altura da av. Desembargador Moreira. Próximo à Feirinha da Beira Mar.,Centro,Própria para banho,-3.725162985179957,-38.496677409630628,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
17C,2025-01-01,17C - P. do Meireles - Na altura da rua José Vilar. Próximo ao Posto Guarda-vidas 06.,Centro,Própria para banho,-3.723770264275438,-38.500652437528771,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
18C,2025-01-01,18C - P. do Meireles - Na altura da av. Rui Barbosa. No Aterro.,Centro,Própria para banho,-3.722008145836255,-38.506400412463691,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
19C,2025-01-01,19C - P. de Iracema - Na altura da Estátua de Iracema Guardiã. No Aterrinho.,Centro,Própria para banho,-3.720513556755591,-3.509559393753140,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
20C,2025-01-01,20C - P. de Iracema - Na altura da av. Almirante Tamandaré. Próximo à Ponte Metálica.,Centro,Própria para banho,-3.718312698817215,-38.516945446493949,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
69C,2025-01-01,69C - P. de Iracema - Praia dos Crush. Na altura do Centro Cultural Belchior,Centro,Própria para banho,-3.719045468989302,-38.513323200251037,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
22O,2025-01-01,22O - P. da Leste Oeste - Próximo à Igreja de Santa Edwiges.,Oeste,Própria para banho,-3.718587076916991,-38.532442957545371,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
23O,2025-01-01,23O - P. do Pirambu - Praia da Leste. Na altura da av. Filomeno Gomes.,Oeste,Própria para banho,-3.714860245850673,-38.541686222664360,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
24O,2025-01-01,24O - P. do Pirambu - Praia da Formosa. Na altura do Posto de Saúde Guiomar Arruda.,Oeste,Própria para banho,-3.712705669921016,-38.545494996531083,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
25O,2025-01-01,"25O - P. da Colônia - Ao final da av. Pasteur. Próximo à Estação Elevatória Arpoador, da Cagece.",Oeste,Própria para banho,-3.706240032737122,-38.557255382629620,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
26O,2025-01-01,26O - P. da Colônia - Praia do “L”. Na altura da rua Dr. Theberge.,Oeste,Própria para banho,-3.704859295987508,-38.561761077396483,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
27O,2025-01-01,27O - P. Barra do Ceará - Praia do Coqueirinho. Próximo ao Projeto 4 varas (Horta).,Oeste,Imprópria para banho,-3.700401355313574,-38.572977048110047,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
28O,2025-01-01,28O - P. Barra do Ceará - Praia das Goiabeiras. Na altura da rua Coqueiro Verde.,Oeste,Imprópria para banho,-3.696839900843839,-38.577738165363264,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
29O,2025-01-01,29O - P. Barra do Ceará - Na altura da rua Bom Jesus.,Oeste,Imprópria para banho,-3.694996062399960,-38.579964125958966,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
30O,2025-01-01,30O - P. Barra do Ceará - Praia da Barra do Ceará. Na altura da rua Rita das Goiabeiras.,Oeste,Imprópria para banho,-3.693798305915436,-38.583768441562917,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
31O,2025-01-01,31O - P. Barra do Ceará - Foz do Rio Ceará.,Oeste,Imprópria para banho,-3.693298323975561,-38.587612465404753,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
01L,2025-01-02,01L - P. do Futuro - Praia do Caça e Pesca. Na altura da rua Germiniano Jurema.,Leste,Própria para banho,-3.767517773426549,-38.437172029819394,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
02L,2025-01-02,02L - P. do Futuro - Na altura da Capela de Santa Terezinha. Próximo ao Posto Guarda-vidas 09.,Leste,Própria para banho,-3.763421533179216,-38.440898900120587,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
03L,2025-01-02,03L - P. do Futuro - Na altura da rua Embratel. Próximo ao Posto Guarda-vidas 08.,Leste,Própria para banho,-3.757768840705624,-38.442830156576221,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
04L,2025-01-02,04L - P. do Futuro - Na altura da rua Francisco Montenegro. Próximo ao Posto Guarda-vidas 06.,Leste,Própria para banho,-3.750144255544279,-38.446370233280781,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
05L,2025-01-02,05L - P. do Futuro - Na altura da rua Antônio Atualpa Rodrigues.,Leste,Própria para banho,-3.748805400122561,-38.448693671284843,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
06L,2025-01-02,06L - P. do Futuro - Na altura da av. Carlos Jereissati.,Leste,Própria para banho,-3.742084156563407,-38.450920361712313,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
07L,2025-01-02,07L - P. do Futuro - Na altura da rua Gerôncio Brígido Neto. Próximo ao Posto Guarda-vidas 01.,Leste,Própria para banho,-3.731763642183909,-38.455476231333350,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
08L,2025-01-02,08L - P. do Futuro - Na altura da rua Clóvis Mota. Em frente ao Clube dos Oficiais da Polícia e Bombeiro Militares.,Leste,Própria para banho,-3.726758421506166,-38.459595018019087,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
09L,2025-01-02,09L - P. do Futuro - Na altura da Areninha Praia do Futuro I.,Leste,Própria para banho,-3.723629635438067,-38.461065804445433,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
10L,2025-01-02,10L - P. do Futuro - Na altura da rua Ismael Pordeus.,Leste,Própria para banho,-3.722031222648116,-38.460422537877882,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
11L,2025-01-02,11L - P. do Titanzinho - Praia do Titanzinho.,Leste,Própria para banho,-3.708932607161285,-38.467585417938153,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
32L,2025-01-02,32L - P. da Abreulândia - Na altura da rua Teófilo Ramos.,Leste,Própria para banho,-3.810832980833612,-38.409797699829554,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
67L,2025-01-02,67L - P. da Sabiaguaba - Na altura da rua Sabiaguaba.,Leste,Própria para banho,-3.772047500273451,-38.435537087518952,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
12C,2025-01-02,12C - P. do Mucuripe - Porto dos Botes. Na altura da rua Interna.,Centro,Imprópria para banho,-3.718369118780574,-38.476209055165100,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
13C,2025-01-02,13C - P. do Mucuripe - Ao lado do Mercado dos Peixes do Mucuripe.,Centro,Imprópria para banho,-3.721216563471682,-38.480011417612182,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
14C,2025-01-02,14C - P. do Mucuripe - Na altura da Estátua Iracema do Mucuripe.,Centro,Imprópria para banho,-3.722966892545418,-38.484330503826456,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
15C,2025-01-02,15C - P. do Mucuripe - Na altura do Jardim Japonês e da Arena Beira Mar.,Centro,Imprópria para banho,-3.724866889672225,-38.490853358061294,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
16C,2025-01-02,16C - P. do Meireles - Na altura da av. Desembargador Moreira. Próximo à Feirinha da Beira Mar.,Centro,Própria para banho,-3.725162985179957,-38.496677409630628,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
17C,2025-01-02,17C - P. do Meireles - Na altura da rua José Vilar. Próximo ao Posto Guarda-vidas 06.,Centro,Própria para banho,-3.723770264275438,-38.500652437528771,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
18C,2025-01-02,18C - P. do Meireles - Na altura da av. Rui Barbosa. No Aterro.,Centro,Própria para banho,-3.722008145836255,-38.506400412463691,202501031-BOL,,2025-09-26 21:40:28,30/12/2024 a 05/01/2025
